,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
Efcab5,5.707334803,5.575174385,5.388037659,4.983300415,4.795749761,5.116911575,4.95315,4.799394868,4.891766045,4.586760777,4.39095447,4.399132593
Coro6,8.867533749,8.905150859,8.882901699,9.173351907,9.051516018,9.042735484,8.959659799,8.836060315,8.913316909,7.641555573,7.386034595,7.431790329
Abhd15,7.447035918,7.561564576,7.451124281,7.090258166,7.184022463,7.255940621,6.380661101,6.110832734,6.141404953,5.699644163,5.708259008,5.773132042
Sez6,4.556867289,3.983526551,4.52933078,5.52535439,5.318572005,5.754118844,4.648974375,4.820357209,4.580534681,3.476907393,3.439006217,3.458324247
Rhbdl3,8.661275296,8.813178295,8.624950005,8.780048703,8.74981427,8.851663233,8.410982555,8.34382978,8.37555498,7.278211307,7.160738463,7.248435425
Cdk5r1,7.465040844,7.402750557,7.321439474,7.645787107,7.477599715,7.55200454,7.118696206,6.901936671,6.879792686,6.166093592,6.254948103,6.081560847
Slfn9,11.66211506,11.64536496,11.64792943,11.8993226,11.83603686,11.60460527,11.75698432,11.80857438,11.69595091,10.17603321,10.03824357,10.10440757
Slfn8,9.129385076,9.064282132,9.019838985,9.606460157,9.494098996,9.262788054,9.618392973,9.695136428,9.401583828,7.546914704,7.48091188,7.452806184
Slfn10-ps,8.856609727,8.767839394,8.78524604,8.309974309,8.282949039,8.134309615,8.392891969,8.487206536,8.265712235,6.281575374,6.250488855,6.440257523
Rasl10b,4.287103906,4.210417437,4.198397985,4.585833734,4.54962558,4.304917547,4.912978776,4.608861341,4.808556802,5.198703719,5.662661553,5.195896761
Gas2l2,6.251105861,5.998828733,6.114140995,5.309431867,5.686667999,5.608076403,3.986567446,3.821848252,3.73211227,3.673382179,3.540718133,3.476019289
E230016K23Rik,5.978642991,6.121325907,6.157160401,6.983642148,7.060988328,7.055542642,5.665620231,5.806076846,5.614479391,4.701232569,4.932432993,4.783624321
Dusp14,10.60334429,10.61360161,10.6171611,9.990916876,9.972034451,10.0273695,9.43328106,9.462027479,9.555050895,9.132372812,9.139077682,9.215955819
Lhx1,2.811669775,2.636693343,3.055963126,2.800658236,2.945347255,2.620768408,2.685283482,2.400459234,2.318746577,2.191354726,2.339271484,2.155167644
Gm33742,1.578501205,1.567625474,1.765077479,1.453628515,1.22804617,1.225902424,1.443574833,1.148602135,1.302843607,1.158830705,1.151288395,1.140653438
Elobl,4.591739578,4.522532609,4.426932035,6.068120928,5.904239111,5.939648782,4.914825336,5.115107216,5.480045653,5.447143532,5.669391028,5.507979917
Cacna1g,8.884779973,8.934083229,8.807293554,9.761874339,9.677264986,9.770371222,9.991170862,10.05744626,9.896188971,10.6627325,10.62153508,10.66741277
Mycbpap,7.005101863,7.026135395,7.121377719,7.342063169,7.335830583,7.262803537,5.740016546,5.819543294,5.932232715,5.698003479,5.213192713,5.778784493
Gm51874,2.829384629,3.008017992,2.593297978,2.616043728,2.375006143,2.482475238,2.177628938,2.38907224,2.244410098,2.040300872,2.02596827,2.005604618
Pdk2,7.677582573,7.383803562,7.635195179,8.103835742,7.899220722,8.055238617,8.164021847,8.143169364,8.046342491,9.051552209,9.126037029,9.077000474
Calcoco2,4.019240354,3.708599497,4.0086832,3.8560714,3.758180562,3.647844346,2.818594575,3.037797952,2.734898525,2.693423875,2.668883752,2.633589888
Ttll6,7.666756906,7.779211003,7.604639981,7.644302407,7.4016797,7.369162077,5.568761532,5.374133878,5.531659682,4.518918195,4.592004693,4.397537482
Lrrc46,8.614497228,8.648138071,8.727494488,8.747818455,8.623209337,8.73348265,6.508881865,6.918559725,6.701543925,5.730921772,6.075874749,5.802885441
Tbx21,7.593581556,7.66205183,7.461589429,5.784846404,5.640525334,5.341440613,5.324181659,5.4149048,5.373337383,4.099167652,4.048494466,3.974867976
Stac2,4.836726879,5.061371313,5.019814531,5.231349906,5.35982547,5.154683082,5.73148009,5.488068402,5.768798198,6.230132862,6.331855459,6.068042826
Ppp1r1b,4.832181517,5.080351961,4.827483039,3.833473866,3.890185584,4.19776262,4.188671675,4.072467768,3.886559481,3.284254799,3.246632376,3.116460663
Igfbp4,11.97280993,11.97539425,11.98692965,12.86267212,12.86247254,12.87153041,12.90465046,12.85200694,12.94294913,13.57671594,13.67758843,13.62994327
Gm14206,0.542192874,0.800377013,0.366858499,0.204934009,0.203230761,0.286534325,0.203650854,0.292248085,0.203035766,0.210256556,0.206092337,0.200221771
Hap1,10.69021207,10.63265148,10.65856669,10.80104527,10.76644643,10.63195167,10.91920562,10.85829219,10.82463364,7.291836984,7.410510456,7.411072552
Ttc25,8.956550442,8.890971919,8.966418304,8.63103638,8.62157115,8.705653147,7.231839011,7.041475124,7.151567314,5.885396198,5.900180609,5.692619951
Dhx58,9.644825386,9.650595233,9.595702709,10.48753918,10.28985393,10.06685232,10.1677217,10.11462668,10.04087673,8.056486276,8.045015105,8.044816634
Kcnh4,4.612296698,4.418663232,4.697198,4.738059064,4.873397147,4.839708736,4.043725678,4.374420771,4.214642788,3.541787056,3.568445752,3.438988506
Ramp2,3.520887441,3.742823748,3.494420751,4.726962463,4.595450001,4.69267124,4.696016666,4.15492432,4.439263959,4.536803981,4.637760477,4.427619154
Cntd1,5.995807714,5.90903599,5.889037936,5.741713768,5.920866089,5.677470739,5.024570153,4.653820513,4.877732497,4.340627291,4.605180408,5.080851147
Aoc3,6.511382027,6.343489266,6.240447501,7.232226777,7.258493902,7.145292989,7.29383296,7.403989938,7.450160713,7.932992887,7.89946287,7.784185676
Meox1,7.075335847,6.950512488,6.882412424,8.125569221,8.106315154,8.020218457,8.446292081,8.308346853,8.335094941,8.740018314,8.879232796,8.853777333
Nags,4.286961741,4.074514689,4.153655149,4.383895333,4.820043869,4.612010727,3.677290545,3.693195764,3.756833437,3.103436898,3.073419738,3.030216336
Adam11,5.352290149,5.032474971,4.864094903,5.657924287,5.377564653,5.36306556,5.884649276,5.884973718,6.107300962,6.235223646,6.205763756,6.314136398
Ccdc103,8.009349082,8.00700208,7.927571552,7.97079351,7.876729353,7.99958198,6.776787765,6.477127212,6.801929003,5.344635769,5.64648316,5.824141724
Fam187a,1.393887804,1.763756686,1.481238755,1.355204862,1.59959953,1.536735235,1.191836804,1.353533267,1.479459022,1.203802337,1.196256884,1.185632266
C1ql1,7.443900318,7.360330589,7.343440205,7.708329961,7.808309612,7.658605295,7.039349407,7.192562412,7.30132209,5.212258128,5.345850104,5.278150329
Lrrc37a,0.573405936,0.776953497,0.26064573,0.176447234,0.260548788,0.174152395,0.175165936,0.176122968,0.259982187,0.181759203,0.177603655,0.171740492
Marchf10,3.008089253,3.081138907,2.993197427,2.893114111,2.724799935,2.858397566,2.288875894,2.371288615,2.557138172,2.232456931,2.381528187,2.270014303
LOC115487808,3.091600597,2.88710037,2.876036774,2.298791425,2.483907085,2.641091524,2.214745889,2.498006994,2.539673313,2.157100693,2.513121046,2.267105712
Tanc2,12.3191715,12.38449679,12.40361244,11.00998147,11.02944418,10.98477715,10.83738383,10.75539039,10.71223336,10.54572213,10.42547455,10.37087681
Icam2,2.934255548,2.674708713,2.621808592,2.293043871,2.080153923,2.207181828,1.843398962,1.934461411,1.92655278,1.865060844,2.025331405,1.912331674
Cep95,10.29751934,10.32846206,10.34373094,9.921489437,9.836573151,10.05839532,9.195274051,8.999065893,9.207393556,8.686402863,8.663208117,8.589697291
Cacng4,9.751480678,9.830980112,9.727088467,9.390566731,9.30830936,9.173543185,8.286415012,8.217413712,8.285191968,6.062405152,5.983910043,5.862042814
Gm36818,1.430135727,1.770036661,1.957968749,1.834918991,1.519327483,1.580885996,1.290351374,1.455765858,1.447281749,1.303801961,1.295326146,1.28335564
Map2k6,5.855626056,5.837099845,5.802322277,6.432220686,6.579922937,6.79369089,6.644392465,6.51610277,6.547216191,7.326409894,7.384010419,7.221892816
Dnaic2,9.90186612,9.878451789,9.890592953,9.696687248,9.526757911,9.67758245,7.569348703,7.442623604,7.527920315,6.627896873,6.737574675,6.71580773
Kif19a,6.625633099,6.774664486,6.848951188,6.887604702,6.611756591,6.571990744,4.967665365,4.860320799,4.601693332,4.169921053,4.045334031,4.041754587
Gprc5c,6.528018187,6.557510749,6.64987208,7.478292736,7.545438588,7.59229676,7.197601262,7.219328932,7.336942967,7.876532315,7.934948613,7.875959198
Slc9a3r1,11.53716857,11.59139067,11.57041324,11.13384536,11.05988334,11.08008079,10.5149663,10.45109651,10.43751052,9.856437001,10.0931734,10.05160512
Grin2c,7.279009981,7.151155448,7.144625585,4.194156231,4.05696298,4.144010246,4.065755785,4.52260585,3.689284963,3.458469823,3.498724872,3.329640753
Gm46302,1.612556625,1.754300027,1.747275639,1.532180768,1.45525977,1.872838723,1.310908576,1.653429418,1.30987977,1.322054318,1.315007411,1.305192667
Smim5,5.784664589,5.905193436,5.706774724,6.368984315,6.292217026,6.374272255,4.716741148,4.900440075,5.343164615,4.545759109,4.477168482,4.612699722
Foxj1,14.5357879,14.57777044,14.51026169,13.46226085,13.42106891,13.44324594,12.12428471,12.09082909,12.15142889,9.531567292,9.526020613,9.526291062
Rnf157,10.61009614,10.59657623,10.6392918,10.95934397,10.93203627,11.01058397,10.70764346,10.74593637,10.72853918,9.248250285,9.266089829,9.25849941
Cygb,4.427828787,4.45349858,4.52777584,5.822327792,5.761879904,5.91106477,5.848358956,5.838605236,5.806570487,5.455259736,5.592923856,5.420796437
BC018473,2.157505004,2.419251058,2.811926101,2.208052997,2.191152624,2.123149435,2.36449618,2.376604015,1.829858318,1.851865638,1.839198842,1.821221979
Mgat5b,7.973515825,8.057167402,8.007707844,5.95796467,5.787839478,5.634954803,5.625461849,5.724533616,5.766203798,4.434897263,4.31100665,4.290751869
Gm51933,2.69783515,2.880362899,2.866855681,2.132726402,1.800154594,2.111255928,1.890770534,1.804898687,1.799481965,1.924770127,2.069227795,1.872860937
Gm38514,1.92059413,1.496446287,1.678000263,1.503033355,1.557511441,1.262245425,1.26424394,1.428429283,1.782677028,1.27724442,1.356037475,1.257488866
Timp2,14.47319512,14.49040269,14.48221072,14.41029387,14.39622709,14.36826829,14.67739614,14.65479778,14.68306925,15.96036954,15.99609134,15.95918997
Lgals3bp,14.68542573,14.66797212,14.69707872,14.47932107,14.47189709,14.4269975,14.43884412,14.4948826,14.41124667,12.99512184,13.01757046,13.16121654
C1qtnf1,9.283730925,9.18100969,9.19712666,9.372368882,9.410978857,9.509976972,9.249118376,9.253095898,9.276174042,10.78696782,10.80266532,10.74793684
Gm35829,6.223852929,6.225378777,6.303648555,4.853037797,4.86285099,5.010156609,4.151050317,4.009791931,4.358356698,3.901041385,4.143580916,4.178010083
Ccdc40,10.26227709,10.31772297,10.24785517,9.597888301,9.555325271,9.527488972,7.663673883,7.60508932,7.675238939,6.541069512,6.77489043,6.618157267
Gm46303,3.915298992,3.942567387,3.876652781,2.911197461,3.271237498,2.886653353,2.961011621,3.090447567,3.013148373,2.892557895,2.77817848,2.796908827
Gm11769,4.313039673,4.518654738,4.417584412,3.672400676,4.054853957,3.840232377,4.063581507,3.518061588,3.196019257,3.408298936,3.591850543,3.456163639
Gm11772,5.666373646,5.595601349,5.35920122,5.435904559,5.548678855,5.490940535,4.867556261,5.011594773,4.746166283,3.96443145,4.042338229,4.160890019
Pycr1,8.86943212,9.058984783,8.942951034,9.447777485,9.43686119,9.39535974,9.762787308,9.790012578,9.799500757,10.58763873,10.58540061,10.57932033
Ccdc57,8.865215357,8.824597558,8.926502108,8.438934552,8.376862678,8.417810526,7.713435381,7.856198849,7.714595325,7.160168216,7.561458265,7.305721698
Rab40b,5.288385645,5.452661385,4.953055867,5.710447594,5.73383483,5.75006105,5.823545891,5.666561377,6.153026353,7.033795782,7.127468836,6.924835706
Ptchd3,5.597021954,5.477901077,5.121596045,5.267086387,5.308335431,5.675172951,3.816283677,3.578041768,3.408214921,3.397023973,3.356415412,3.297289062
1110002L01Rik,7.53031675,7.530795352,7.423306416,6.940716725,6.980500356,6.851070041,6.576099681,6.800109307,6.754716001,6.085686977,6.236730367,6.399627034
Gm36495,2.599983357,2.623207564,2.612740628,2.395477817,2.427508315,2.062986532,1.993884131,2.075289108,2.199952623,2.025114961,2.084512543,1.977577619
2410004P03Rik,10.87617651,10.91761986,10.8632059,10.58232335,10.54412202,10.55518154,8.510434873,8.474957802,8.618287459,6.635407803,6.575646465,6.668329147
Atp6v1c2,2.185075626,2.750509501,2.088893611,2.689102863,2.577776637,2.380682733,2.091890799,2.025460231,1.938331664,1.973419349,1.864770386,1.84613742
LOC118567987,5.283628029,5.350540778,5.514862283,4.088384994,4.392014269,4.347077036,4.577564291,4.246519998,4.563377008,3.720806185,3.73656821,3.916475474
Rrm2,11.88778364,11.91922807,11.87037987,11.28343974,11.35802653,11.32236783,11.34798879,11.39595094,11.36852749,10.53661851,10.50815944,10.55726402
Rsad2,8.461703056,8.465763943,8.580375396,10.52407057,10.13662862,9.622664467,9.930266915,10.23242448,9.809899248,6.59115011,6.884707317,6.864344057
Cmpk2,7.866424828,7.789736245,7.805256755,9.368154112,9.096370464,8.653565742,8.78832513,9.258356105,8.622266052,6.553673633,6.620778147,6.853090052
Sox11,10.16763804,10.22996233,10.21337731,9.502122045,9.517900749,9.469461475,9.42347218,9.490645074,9.45192083,8.828984269,8.743581399,8.789991394
Fam110c,6.271312411,6.066263615,6.026208025,5.223246484,5.043340354,4.926292272,5.315691555,5.237196575,5.556582205,4.62723214,5.002027557,5.087164491
5430401H09Rik,1.005851458,0.837353362,1.347237625,0.842085767,0.756697383,0.831008708,0.835902704,0.675005902,0.672889029,0.682604105,0.677001198,0.669103175
4933406C10Rik,3.99910986,4.117940345,4.066709089,3.624696603,3.390879485,3.62219058,3.03694185,3.264357839,3.295467854,3.012947514,3.382759649,3.167177586
Efcab10,2.649777296,2.572296507,2.129457406,2.77524959,2.940035742,2.996452916,1.965260686,2.138695922,2.127885377,1.989238438,1.974166738,1.952655224
Gm33864,1.477787182,1.426128878,1.305884862,1.116744179,1.032881025,1.105359196,0.952005248,1.187242822,1.032225011,0.96231042,0.955811767,0.946662753
Prps1l1,1.181081749,1.11973717,1.054842557,0.864427538,0.698419419,0.853488342,0.858320528,0.700237173,0.69816236,0.707693982,0.702193894,0.694454653
Sostdc1,3.976259133,3.918828156,3.910207695,5.374186276,5.449769676,5.418807799,5.339810431,5.3158414,5.616264099,4.930620338,4.892487639,4.999638378
Arl4a,10.94373775,10.90729614,10.9484026,10.18174324,10.24642232,10.32806547,9.730852237,9.679018397,9.766278608,9.362888594,9.271683226,9.378717259
Nova1,9.547061824,9.534438529,9.627956143,8.328774777,8.549732237,8.42317062,7.978849775,8.011209898,8.088102307,7.227393155,7.149077302,7.189731274
Gm33869,5.614016317,5.948825701,5.927738795,5.2316949,4.441782642,4.813997904,4.934316398,4.432984581,4.50694118,4.417838966,3.868977622,3.851550777
Insm2,4.465402964,4.462167581,4.557889483,3.688772744,3.913337206,3.963425424,3.069649023,3.080170644,3.258168294,2.875381986,2.846604711,2.805017411
Nkx2-9,3.667851056,4.101469564,4.086561119,3.718738431,3.766655269,3.678856332,4.066953858,3.791834934,4.210666396,3.252106316,3.064618717,3.019720336
Ttc6,3.291273074,2.993057871,3.158973904,2.633064854,2.2905331,2.286303067,2.366706013,2.220247698,2.211402027,2.497901378,2.38717099,2.337697043
Sstr1,3.4476265,3.052764792,3.19640962,4.018150392,3.916958008,3.79645751,3.814753274,4.011708306,3.877947317,4.34262069,4.306847217,4.149083466
Clec14a,8.052285515,8.022258859,7.951540581,9.060225876,9.06783795,9.109790029,8.973991355,8.863228166,8.906739517,9.888874768,9.965186886,9.935604741
Dnaaf2,10.15917525,10.16112538,10.13904904,10.1579496,10.18743134,10.19241336,9.723936788,9.716607646,9.795132969,8.676993945,8.73990489,8.7464283
Abhd12b,1.687280177,1.835422611,1.533656544,1.04246922,1.126010391,1.123782458,1.208328026,1.04185506,1.038876071,1.052502841,1.044657866,1.114716905
Gm32219,4.08511346,4.157211095,4.441937942,3.632218303,3.642775981,3.779030285,3.211077787,3.282459843,3.369586076,2.987199968,3.359459023,2.833735658
Gm40436,3.225220028,2.885519757,2.834463589,2.219348518,2.05092375,2.394305162,2.208751475,2.058387476,2.203656268,1.990279797,2.150683432,2.034523909
LOC118567969,3.635384933,3.344033884,2.843127932,3.206795292,2.784477048,3.038774364,3.09966657,2.799550037,3.090105128,2.462961835,2.529558383,2.493534255
Gm32322,1.491921529,1.541430847,1.768417596,0.990474639,1.073610519,1.071439041,0.988167509,0.989890988,0.987060535,1.000015214,1.084036549,1.13724376
2700049A03Rik,10.20332852,10.22829487,10.15834269,9.837020827,9.815924397,9.838802985,9.244483377,9.137417754,9.105180856,8.797279708,8.768294338,8.759776183
Lrrc9,8.188042765,8.130031209,8.045049069,8.178854732,8.094950266,8.299820888,6.736303444,6.884450517,6.718572208,5.01316968,5.115496824,4.900581489
Syt16,2.945584789,3.746513282,3.044815318,2.819593826,3.128692098,3.232572008,2.74547534,2.404640614,2.472983639,2.343467765,2.496331081,2.297512279
1700086L19Rik,5.569618966,5.484799882,5.586556605,6.327719925,5.977660536,6.134425078,5.120422641,5.051045127,5.082675908,3.970013287,3.84898269,3.918439274
Dbpht2,4.061685178,3.961365256,4.194743192,4.545977689,4.543796371,4.488182498,3.422742945,4.009332967,3.469821157,3.053454961,3.024231975,2.982183447
Ppp1r36,8.431175017,8.402710852,8.127236208,8.661342135,8.669618647,8.759649215,7.023725636,6.609861671,6.893437627,5.562659991,5.603147466,5.81389022
Rab15,12.92992599,12.94682165,12.94638788,13.03340392,12.96654905,13.01987522,12.4204074,12.38151117,12.46388677,10.1109331,10.12213815,10.0692759
Plek2,7.530018289,7.41163957,7.496774435,6.348580107,6.309032126,6.578693309,6.22441146,5.794076924,6.023452201,4.599883488,4.545311782,4.964315058
Plekhh1,7.827178287,7.764217014,7.804683921,7.485105262,7.306683659,7.204040953,6.861874999,6.874453199,6.924920316,5.556672762,5.677061252,5.401079053
Gm26777,4.201139102,4.29837031,3.782778392,2.72563495,2.549105857,2.769001302,2.36990759,2.472560365,2.70349563,2.786505391,2.484034125,2.437991794
Galnt16,10.47551737,10.47328973,10.41896675,8.431382785,8.469192945,8.395624689,8.616235956,8.533172981,8.603401495,8.855074176,8.863070193,8.877324218
Ccdc177,5.081594715,5.100088074,4.821596469,3.81440444,3.868795402,4.3433623,3.54000621,3.554703938,3.63704518,3.197440943,3.158768872,3.102773853
Smoc1,9.073623677,9.051634798,8.964794283,9.561688164,9.586140419,9.615782477,9.493622985,9.434228714,9.521367899,10.51120477,10.62514641,10.58849115
Gm30706,2.217516726,2.235367497,2.352879764,1.634999262,1.778079337,2.018741575,1.629442011,1.633593744,1.542790653,1.561274341,1.55063391,1.687790997
Rgs6,3.632126591,4.127163024,3.790115045,4.36511603,4.262557262,3.976656285,4.672706073,4.358407045,4.325702961,5.355237482,5.182316734,5.006983433
